model,feature_idx,feature_id,feature_kind,config_label,index_type,nlist,nprobe,M_hnsw,efSearch,m_pq,top10_in_top100_recall,recall_at_10,recall_at_100,concept_purity,score_gap,spearman_top100,ms_query_mean,ms_query_p50,ms_query_p95,build_time_s,train_time_s,add_time_s,index_size_bytes,index_size_mb
gemma-2-2b,6,3447,lexicon,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.1,0.1,0.12,0.0,-2.620607,1.0,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,7,12342,lexicon,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.9,0.8,0.44,0.0,-0.038036,0.7665,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,8,6795,lexicon,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.1,0.1,0.05,0.0,-3.077488,1.0,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,9,11221,lexicon,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.01,0.0,-3.07712,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,10,6980,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.4,0.4,0.29,,-1.008045,1.0,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,11,14956,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.0,,-12.795747,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,12,13579,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.01,,-3.277986,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,13,12106,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.0,,-6.288658,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,14,5969,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,1.0,1.0,0.99,,0.0,1.0,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,15,13591,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.0,,-6.933383,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,16,6360,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.01,,-5.482452,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,17,1418,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.1,0.1,0.06,,-3.094885,1.0,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,18,2606,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.4,0.4,0.38,,-1.068199,1.0,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,19,7712,random,IVFFlat_nl4096_np4,IVFFlat,4096,4,0,0,0,0.0,0.0,0.0,,-3.077467,,5.936,6.055,10.033,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,0,10762,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.3,0.3,0.38,0.0,-1.805996,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,1,6810,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.8,0.8,0.84,0.0,-0.454514,0.9984,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,2,11114,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.5,0.5,0.59,0.9,-0.814568,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,3,6335,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,1.0,1.0,1.0,0.0,-4e-06,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,4,13295,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.0,0.0,-13.951027,,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,5,6745,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.1,0.1,0.16,0.0,-2.305342,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,6,3447,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.3,0.3,0.25,0.0,-1.380112,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,7,12342,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,1.0,0.9,0.45,0.0,-1.1e-05,0.7817,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,8,6795,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.2,0.2,0.12,0.0,-2.089958,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,9,11221,lexicon,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.1,0.1,0.04,0.0,-2.517803,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,10,6980,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.4,0.4,0.32,,-0.91592,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,11,14956,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.0,,-12.183109,,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,12,13579,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.09,,-1.580764,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,13,12106,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.0,,-4.988714,,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,14,5969,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,1.0,1.0,0.99,,0.0,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,15,13591,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.0,,-5.788102,,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,16,6360,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.14,,-3.119534,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,17,1418,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.1,0.1,0.06,,-3.094885,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,18,2606,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.4,0.4,0.38,,-1.068199,1.0,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,19,7712,random,IVFFlat_nl4096_np16,IVFFlat,4096,16,0,0,0,0.0,0.0,0.0,,-2.733922,,19.11,16.216,35.234,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,0,10762,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.6,0.6,0.62,0.0,-0.546719,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,1,6810,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,1.0,1.0,0.97,0.0,0.0,0.9987,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,2,11114,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.8,0.8,0.79,0.8,-0.10527,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,3,6335,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,1.0,1.0,1.0,0.0,-4e-06,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,4,13295,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.0,0.0,0.01,0.0,-12.915802,,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,5,6745,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.3,0.3,0.43,0.0,-1.064838,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,6,3447,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.7,0.7,0.51,0.0,-0.424873,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,7,12342,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,1.0,0.9,0.45,0.0,-1.1e-05,0.7817,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,8,6795,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.2,0.2,0.16,0.0,-1.861425,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,9,11221,lexicon,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.1,0.1,0.1,0.0,-2.039392,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,10,6980,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,1.0,1.0,0.83,,0.0,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,11,14956,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.2,0.2,0.16,,-2.541987,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,12,13579,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.1,0.1,0.32,,-1.098162,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,13,12106,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.2,0.2,0.09,,-2.056952,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,14,5969,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,1.0,1.0,0.99,,0.0,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,15,13591,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.1,0.1,0.09,,-2.455607,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,16,6360,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.1,0.1,0.3,,-2.714236,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,17,1418,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.1,0.1,0.06,,-3.094885,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,18,2606,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.7,0.7,0.54,,-0.500389,1.0,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,19,7712,random,IVFFlat_nl4096_np64,IVFFlat,4096,64,0,0,0,0.0,0.0,0.02,,-1.970082,,80.702,76.724,139.736,11894.43,3948.59,7945.85,92276600971,88001.8
gemma-2-2b,0,10762,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.04,0.0,-11.097191,-0.4,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,1,6810,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.07,0.0,-44.555145,-0.5714,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,2,11114,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.1,0.0,0.01,0.8,-14.856655,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,3,6335,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,0.1,-9.813801,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,4,13295,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,0.0,-30.701378,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,5,6745,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.01,0.0,-14.157368,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,6,3447,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,0.0,-9.717276,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,7,12342,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.15,0.0,-1.368523,-0.1179,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,8,6795,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,0.0,-13.014739,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,9,11221,lexicon,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,0.0,-9.031421,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,10,6980,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.04,,-19.596994,-0.4,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,11,14956,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,,-15.049526,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,12,13579,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,,-7.901512,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,13,12106,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,,-9.200536,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,14,5969,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.04,,-20.889614,0.4,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,15,13591,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,,-10.220682,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,16,6360,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,,-12.816054,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,17,1418,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.01,,-10.900834,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,18,2606,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.06,,-22.621749,0.0857,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,19,7712,random,IVFPQ_nl4096_np4_m8,IVFPQ,4096,4,0,0,8,0.0,0.0,0.0,,-6.386892,,1.736,1.737,1.945,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,0,10762,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.06,0.0,-10.169857,-0.0857,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,1,6810,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.02,0.0,-52.46537,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,2,11114,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,0.1,-20.215207,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,3,6335,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,0.1,-9.813801,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,4,13295,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,0.0,-24.640293,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,5,6745,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.1,0.0,0.02,0.0,-11.000252,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,6,3447,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.01,0.0,-10.069691,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,7,12342,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.15,0.0,-1.368523,-0.1179,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,8,6795,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,0.0,-12.825283,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,9,11221,lexicon,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,0.0,-8.333955,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,10,6980,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.02,,-21.073906,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,11,14956,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-16.368026,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,12,13579,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-8.662451,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,13,12106,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-9.654954,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,14,5969,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-30.134198,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,15,13591,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-8.376479,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,16,6360,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-12.404817,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,17,1418,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-18.356528,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,18,2606,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.01,,-31.783818,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,19,7712,random,IVFPQ_nl4096_np16_m8,IVFPQ,4096,16,0,0,8,0.0,0.0,0.0,,-5.867172,,1.907,1.873,2.24,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,0,10762,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.07,0.0,-11.770115,0.75,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,1,6810,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.02,0.0,-52.46537,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,2,11114,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,0.0,-22.137879,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,3,6335,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,0.1,-9.813801,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,4,13295,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,0.0,-26.510117,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,5,6745,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.1,0.0,0.03,0.0,-10.861446,-0.5,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,6,3447,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.01,0.0,-9.787561,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,7,12342,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.15,0.0,-1.368523,-0.1179,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,8,6795,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,0.0,-15.94174,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,9,11221,lexicon,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,0.0,-8.434304,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,10,6980,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.01,,-26.554835,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,11,14956,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.01,,-15.349874,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,12,13579,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,,-8.433311,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,13,12106,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.01,,-9.13456,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,14,5969,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,,-30.134198,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,15,13591,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,,-9.303979,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,16,6360,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,,-12.768547,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,17,1418,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,,-22.01604,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,18,2606,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.01,,-30.269916,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,19,7712,random,IVFPQ_nl4096_np64_m8,IVFPQ,4096,64,0,0,8,0.0,0.0,0.0,,-6.179004,,2.625,2.573,3.234,12524.2,4072.67,8451.53,200138932,190.9
gemma-2-2b,0,10762,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.1,0.0,-7.139294,-0.0667,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,1,6810,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.1,0.0,0.15,0.0,-34.883324,-0.2214,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,2,11114,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.01,0.8,-15.251925,,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,3,6335,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.2,0.0,0.06,0.1,-7.188194,-0.2571,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,4,13295,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.0,0.0,-23.981869,,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,5,6745,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.01,0.0,-10.983837,,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,6,3447,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.0,0.0,-13.294718,,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,7,12342,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.15,0.0,-5.301891,-0.1179,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,8,6795,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.1,0.1,0.02,0.0,-13.836508,,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
gemma-2-2b,9,11221,lexicon,IVFPQ_nl4096_np4_m16,IVFPQ,4096,4,0,0,16,0.0,0.0,0.0,0.0,-8.80939,,1.582,1.6,1.795,12528.66,4072.36,8456.3,280137908,267.2
